Offence,Year,Number,Rate,State
02 Acts intended to cause injury,2016–17,192,760.2,Northern Territory
03 Sexual assault and related offences,2016–17,15,59.4,Northern Territory
04 Dangerous/negligent acts(e),2016–17,13,51.5,Northern Territory
05 Abduction/harassment,2016–17,7,27.7,Northern Territory
06 Robbery/extortion,2016–17,39,154.4,Northern Territory
07 Unlawful entry with intent,2016–17,275,1088.9,Northern Territory
08 Theft,2016–17,58,229.7,Northern Territory
09 Fraud/deception,2016–17,0,0,Northern Territory
10 Illicit drug offences,2016–17,17,67.3,Northern Territory
11 Weapons/explosives,2016–17,22,87.1,Northern Territory
12 Property damage and environmental pollution,2016–17,28,110.9,Northern Territory
13 Public order offences,2016–17,56,221.7,Northern Territory
15 Offences against justice(g),2016–17,8,31.7,Northern Territory
16 Miscellaneous offences,2016–17,3,11.9,Northern Territory
02 Acts intended to cause injury,2017–18,179,700.3,Northern Territory
03 Sexual assault and related offences,2017–18,14,54.8,Northern Territory
04 Dangerous/negligent acts(e),2017–18,11,43,Northern Territory
05 Abduction/harassment,2017–18,7,27.4,Northern Territory
06 Robbery/extortion,2017–18,27,105.6,Northern Territory
07 Unlawful entry with intent,2017–18,242,946.7,Northern Territory
08 Theft,2017–18,66,258.2,Northern Territory
09 Fraud/deception,2017–18,5,19.6,Northern Territory
10 Illicit drug offences,2017–18,12,46.9,Northern Territory
11 Weapons/explosives,2017–18,41,160.4,Northern Territory
12 Property damage and environmental pollution,2017–18,36,140.8,Northern Territory
13 Public order offences,2017–18,74,289.5,Northern Territory
15 Offences against justice(g),2017–18,8,31.3,Northern Territory
16 Miscellaneous offences,2017–18,0,0,Northern Territory
02 Acts intended to cause injury,2018–19,209,807.6,Northern Territory
03 Sexual assault and related offences,2018–19,17,65.7,Northern Territory
04 Dangerous/negligent acts(e),2018–19,13,50.2,Northern Territory
05 Abduction/harassment,2018–19,8,30.9,Northern Territory
06 Robbery/extortion,2018–19,18,69.6,Northern Territory
07 Unlawful entry with intent,2018–19,272,1051,Northern Territory
08 Theft,2018–19,67,258.9,Northern Territory
09 Fraud/deception,2018–19,3,11.6,Northern Territory
10 Illicit drug offences,2018–19,18,69.6,Northern Territory
11 Weapons/explosives,2018–19,31,119.8,Northern Territory
12 Property damage and environmental pollution,2018–19,22,85,Northern Territory
13 Public order offences,2018–19,67,258.9,Northern Territory
15 Offences against justice(g),2018–19,14,54.1,Northern Territory
16 Miscellaneous offences,2018–19,3,11.6,Northern Territory
02 Acts intended to cause injury,2019–20,199,765.2,Northern Territory
03 Sexual assault and related offences,2019–20,20,76.9,Northern Territory
04 Dangerous/negligent acts(e),2019–20,7,26.9,Northern Territory
05 Abduction/harassment,2019–20,14,53.8,Northern Territory
06 Robbery/extortion,2019–20,38,146.1,Northern Territory
07 Unlawful entry with intent,2019–20,175,672.9,Northern Territory
08 Theft,2019–20,72,276.9,Northern Territory
09 Fraud/deception,2019–20,4,15.4,Northern Territory
10 Illicit drug offences,2019–20,17,65.4,Northern Territory
11 Weapons/explosives,2019–20,31,119.2,Northern Territory
12 Property damage and environmental pollution,2019–20,22,84.6,Northern Territory
13 Public order offences,2019–20,64,246.1,Northern Territory
15 Offences against justice(g),2019–20,17,65.4,Northern Territory
16 Miscellaneous offences,2019–20,0,0,Northern Territory
02 Acts intended to cause injury,2020–21,202,766.4,Northern Territory
03 Sexual assault and related offences,2020–21,21,79.7,Northern Territory
04 Dangerous/negligent acts(e),2020–21,6,22.8,Northern Territory
05 Abduction/harassment,2020–21,6,22.8,Northern Territory
06 Robbery/extortion,2020–21,62,235.2,Northern Territory
07 Unlawful entry with intent,2020–21,192,728.4,Northern Territory
08 Theft,2020–21,50,189.7,Northern Territory
09 Fraud/deception,2020–21,7,26.6,Northern Territory
10 Illicit drug offences,2020–21,9,34.1,Northern Territory
11 Weapons/explosives,2020–21,30,113.8,Northern Territory
12 Property damage and environmental pollution,2020–21,19,72.1,Northern Territory
13 Public order offences,2020–21,40,151.8,Northern Territory
15 Offences against justice(g),2020–21,7,26.6,Northern Territory
16 Miscellaneous offences,2020–21,0,0,Northern Territory
02 Acts intended to cause injury,2021–22,192,727,Northern Territory
03 Sexual assault and related offences,2021–22,17,64.4,Northern Territory
04 Dangerous/negligent acts(e),2021–22,7,26.5,Northern Territory
05 Abduction/harassment,2021–22,3,11.4,Northern Territory
06 Robbery/extortion,2021–22,95,359.7,Northern Territory
07 Unlawful entry with intent,2021–22,257,973.1,Northern Territory
08 Theft,2021–22,51,193.1,Northern Territory
09 Fraud/deception,2021–22,3,11.4,Northern Territory
10 Illicit drug offences,2021–22,6,22.7,Northern Territory
11 Weapons/explosives,2021–22,44,166.6,Northern Territory
12 Property damage and environmental pollution,2021–22,30,113.6,Northern Territory
13 Public order offences,2021–22,31,117.4,Northern Territory
15 Offences against justice(g),2021–22,6,22.7,Northern Territory
16 Miscellaneous offences,2021–22,0,0,Northern Territory
02 Acts intended to cause injury,2022–23,221,826.2,Northern Territory
03 Sexual assault and related offences,2022–23,10,37.4,Northern Territory
04 Dangerous/negligent acts(e),2022–23,0,0,Northern Territory
05 Abduction/harassment,2022–23,0,0,Northern Territory
06 Robbery/extortion,2022–23,123,459.8,Northern Territory
07 Unlawful entry with intent,2022–23,229,856.1,Northern Territory
08 Theft,2022–23,64,239.3,Northern Territory
09 Fraud/deception,2022–23,7,26.2,Northern Territory
10 Illicit drug offences,2022–23,17,63.6,Northern Territory
11 Weapons/explosives,2022–23,30,112.2,Northern Territory
12 Property damage and environmental pollution,2022–23,13,48.6,Northern Territory
13 Public order offences,2022–23,29,108.4,Northern Territory
15 Offences against justice(g),2022–23,3,11.2,Northern Territory
16 Miscellaneous offences,2022–23,0,0,Northern Territory
02 Acts intended to cause injury,2023–24,189,699.4,Northern Territory
03 Sexual assault and related offences,2023–24,8,29.6,Northern Territory
04 Dangerous/negligent acts(e),2023–24,11,40.7,Northern Territory
05 Abduction/harassment,2023–24,0,0,Northern Territory
06 Robbery/extortion,2023–24,116,429.3,Northern Territory
07 Unlawful entry with intent,2023–24,148,547.7,Northern Territory
08 Theft,2023–24,118,436.7,Northern Territory
09 Fraud/deception,2023–24,3,11.1,Northern Territory
10 Illicit drug offences,2023–24,11,40.7,Northern Territory
11 Weapons/explosives,2023–24,44,162.8,Northern Territory
12 Property damage and environmental pollution,2023–24,36,133.2,Northern Territory
13 Public order offences,2023–24,84,310.9,Northern Territory
15 Offences against justice(g),2023–24,18,66.6,Northern Territory
16 Miscellaneous offences,2023–24,0,0,Northern Territory
02 Acts intended to cause injury,2024–25,284,1029.8,Northern Territory
03 Sexual assault and related offences,2024–25,20,72.5,Northern Territory
04 Dangerous/negligent acts(e),2024–25,12,43.5,Northern Territory
05 Abduction/harassment,2024–25,7,25.4,Northern Territory
06 Robbery/extortion,2024–25,101,366.2,Northern Territory
07 Unlawful entry with intent,2024–25,149,540.3,Northern Territory
08 Theft,2024–25,148,536.6,Northern Territory
09 Fraud/deception,2024–25,0,0,Northern Territory
10 Illicit drug offences,2024–25,21,76.1,Northern Territory
11 Weapons/explosives,2024–25,40,145,Northern Territory
12 Property damage and environmental pollution,2024–25,63,228.4,Northern Territory
13 Public order offences,2024–25,92,333.6,Northern Territory
15 Offences against justice(g),2024–25,13,47.1,Northern Territory
16 Miscellaneous offences,2024–25,3,10.9,Northern Territory
02 Acts intended to cause injury,2008–09,153,430.2,Australian Capital Territory
03 Sexual assault and related offences,2008–09,6,16.9,Australian Capital Territory
04 Dangerous/negligent acts(e),2008–09,0,0,Australian Capital Territory
05 Abduction/harassment,2008–09,0,0,Australian Capital Territory
06 Robbery/extortion,2008–09,23,64.7,Australian Capital Territory
07 Unlawful entry with intent,2008–09,80,225,Australian Capital Territory
08 Theft,2008–09,377,1060.1,Australian Capital Territory
09 Fraud/deception,2008–09,15,42.2,Australian Capital Territory
10 Illicit drug offences,2008–09,25,70.3,Australian Capital Territory
11 Weapons/explosives,2008–09,45,126.5,Australian Capital Territory
12 Property damage and environmental pollution,2008–09,66,185.6,Australian Capital Territory
13 Public order offences,2008–09,161,452.7,Australian Capital Territory
15 Offences against justice(g),2008–09,13,36.6,Australian Capital Territory
16 Miscellaneous offences,2008–09,0,0,Australian Capital Territory
02 Acts intended to cause injury,2009–10,139,393.8,Australian Capital Territory
03 Sexual assault and related offences,2009–10,3,8.5,Australian Capital Territory
04 Dangerous/negligent acts(e),2009–10,0,0,Australian Capital Territory
05 Abduction/harassment,2009–10,3,8.5,Australian Capital Territory
06 Robbery/extortion,2009–10,30,85,Australian Capital Territory
07 Unlawful entry with intent,2009–10,87,246.5,Australian Capital Territory
08 Theft,2009–10,269,762.1,Australian Capital Territory
09 Fraud/deception,2009–10,4,11.3,Australian Capital Territory
10 Illicit drug offences,2009–10,33,93.5,Australian Capital Territory
11 Weapons/explosives,2009–10,33,93.5,Australian Capital Territory
12 Property damage and environmental pollution,2009–10,75,212.5,Australian Capital Territory
13 Public order offences,2009–10,104,294.7,Australian Capital Territory
15 Offences against justice(g),2009–10,13,36.8,Australian Capital Territory
16 Miscellaneous offences,2009–10,0,0,Australian Capital Territory
02 Acts intended to cause injury,2010–11,133,381.2,Australian Capital Territory
03 Sexual assault and related offences,2010–11,0,0,Australian Capital Territory
04 Dangerous/negligent acts(e),2010–11,4,11.5,Australian Capital Territory
05 Abduction/harassment,2010–11,4,11.5,Australian Capital Territory
06 Robbery/extortion,2010–11,16,45.9,Australian Capital Territory
07 Unlawful entry with intent,2010–11,91,260.8,Australian Capital Territory
08 Theft,2010–11,229,656.4,Australian Capital Territory
09 Fraud/deception,2010–11,11,31.5,Australian Capital Territory
10 Illicit drug offences,2010–11,33,94.6,Australian Capital Territory
11 Weapons/explosives,2010–11,43,123.2,Australian Capital Territory
12 Property damage and environmental pollution,2010–11,65,186.3,Australian Capital Territory
13 Public order offences,2010–11,219,627.7,Australian Capital Territory
15 Offences against justice(g),2010–11,16,45.9,Australian Capital Territory
16 Miscellaneous offences,2010–11,0,0,Australian Capital Territory
02 Acts intended to cause injury,2011–12,113,325,Australian Capital Territory
03 Sexual assault and related offences,2011–12,9,25.9,Australian Capital Territory
04 Dangerous/negligent acts(e),2011–12,0,0,Australian Capital Territory
05 Abduction/harassment,2011–12,0,0,Australian Capital Territory
06 Robbery/extortion,2011–12,21,60.4,Australian Capital Territory
07 Unlawful entry with intent,2011–12,41,117.9,Australian Capital Territory
08 Theft,2011–12,210,604,Australian Capital Territory
09 Fraud/deception,2011–12,31,89.2,Australian Capital Territory
10 Illicit drug offences,2011–12,59,169.7,Australian Capital Territory
11 Weapons/explosives,2011–12,33,94.9,Australian Capital Territory
12 Property damage and environmental pollution,2011–12,60,172.6,Australian Capital Territory
13 Public order offences,2011–12,156,448.7,Australian Capital Territory
15 Offences against justice(g),2011–12,11,31.6,Australian Capital Territory
16 Miscellaneous offences,2011–12,4,11.5,Australian Capital Territory
02 Acts intended to cause injury,2012–13,79,226.8,Australian Capital Territory
03 Sexual assault and related offences,2012–13,4,11.5,Australian Capital Territory
04 Dangerous/negligent acts(e),2012–13,3,8.6,Australian Capital Territory
05 Abduction/harassment,2012–13,0,0,Australian Capital Territory
06 Robbery/extortion,2012–13,8,23,Australian Capital Territory
07 Unlawful entry with intent,2012–13,23,66,Australian Capital Territory
08 Theft,2012–13,169,485.1,Australian Capital Territory
09 Fraud/deception,2012–13,14,40.2,Australian Capital Territory
10 Illicit drug offences,2012–13,40,114.8,Australian Capital Territory
11 Weapons/explosives,2012–13,27,77.5,Australian Capital Territory
12 Property damage and environmental pollution,2012–13,38,109.1,Australian Capital Territory
13 Public order offences,2012–13,92,264.1,Australian Capital Territory
15 Offences against justice(g),2012–13,9,25.8,Australian Capital Territory
16 Miscellaneous offences,2012–13,3,8.6,Australian Capital Territory
02 Acts intended to cause injury,2013–14,65,184.8,Australian Capital Territory
03 Sexual assault and related offences,2013–14,9,25.6,Australian Capital Territory
04 Dangerous/negligent acts(e),2013–14,0,0,Australian Capital Territory
05 Abduction/harassment,2013–14,0,0,Australian Capital Territory
06 Robbery/extortion,2013–14,17,48.3,Australian Capital Territory
07 Unlawful entry with intent,2013–14,17,48.3,Australian Capital Territory
08 Theft,2013–14,120,341.2,Australian Capital Territory
09 Fraud/deception,2013–14,10,28.4,Australian Capital Territory
10 Illicit drug offences,2013–14,40,113.7,Australian Capital Territory
11 Weapons/explosives,2013–14,17,48.3,Australian Capital Territory
12 Property damage and environmental pollution,2013–14,43,122.2,Australian Capital Territory
13 Public order offences,2013–14,91,258.7,Australian Capital Territory
15 Offences against justice(g),2013–14,9,25.6,Australian Capital Territory
16 Miscellaneous offences,2013–14,0,0,Australian Capital Territory
02 Acts intended to cause injury,2014–15,38,108,Australian Capital Territory
03 Sexual assault and related offences,2014–15,9,25.6,Australian Capital Territory
04 Dangerous/negligent acts(e),2014–15,0,0,Australian Capital Territory
05 Abduction/harassment,2014–15,3,8.5,Australian Capital Territory
06 Robbery/extortion,2014–15,3,8.5,Australian Capital Territory
07 Unlawful entry with intent,2014–15,25,71.1,Australian Capital Territory
08 Theft,2014–15,72,204.7,Australian Capital Territory
09 Fraud/deception,2014–15,10,28.4,Australian Capital Territory
10 Illicit drug offences,2014–15,60,170.6,Australian Capital Territory
11 Weapons/explosives,2014–15,21,59.7,Australian Capital Territory
12 Property damage and environmental pollution,2014–15,40,113.7,Australian Capital Territory
13 Public order offences,2014–15,64,182,Australian Capital Territory
15 Offences against justice(g),2014–15,3,8.5,Australian Capital Territory
16 Miscellaneous offences,2014–15,0,0,Australian Capital Territory
02 Acts intended to cause injury,2015–16,71,200.1,Australian Capital Territory
03 Sexual assault and related offences,2015–16,17,47.9,Australian Capital Territory
04 Dangerous/negligent acts(e),2015–16,0,0,Australian Capital Territory
05 Abduction/harassment,2015–16,0,0,Australian Capital Territory
06 Robbery/extortion,2015–16,8,22.5,Australian Capital Territory
07 Unlawful entry with intent,2015–16,21,59.2,Australian Capital Territory
08 Theft,2015–16,84,236.7,Australian Capital Territory
09 Fraud/deception,2015–16,4,11.3,Australian Capital Territory
10 Illicit drug offences,2015–16,70,197.3,Australian Capital Territory
11 Weapons/explosives,2015–16,23,64.8,Australian Capital Territory
12 Property damage and environmental pollution,2015–16,48,135.3,Australian Capital Territory
13 Public order offences,2015–16,57,160.6,Australian Capital Territory
15 Offences against justice(g),2015–16,6,16.9,Australian Capital Territory
16 Miscellaneous offences,2015–16,3,8.5,Australian Capital Territory
02 Acts intended to cause injury,2016–17,69,190.1,Australian Capital Territory
03 Sexual assault and related offences,2016–17,4,11,Australian Capital Territory
04 Dangerous/negligent acts(e),2016–17,0,0,Australian Capital Territory
05 Abduction/harassment,2016–17,9,24.8,Australian Capital Territory
06 Robbery/extortion,2016–17,23,63.4,Australian Capital Territory
07 Unlawful entry with intent,2016–17,3,8.3,Australian Capital Territory
08 Theft,2016–17,59,162.5,Australian Capital Territory
09 Fraud/deception,2016–17,0,0,Australian Capital Territory
10 Illicit drug offences,2016–17,35,96.4,Australian Capital Territory
11 Weapons/explosives,2016–17,21,57.9,Australian Capital Territory
12 Property damage and environmental pollution,2016–17,39,107.4,Australian Capital Territory
13 Public order offences,2016–17,49,135,Australian Capital Territory
15 Offences against justice(g),2016–17,4,11,Australian Capital Territory
16 Miscellaneous offences,2016–17,0,0,Australian Capital Territory
02 Acts intended to cause injury,2017–18,94,250.2,Australian Capital Territory
03 Sexual assault and related offences,2017–18,6,16,Australian Capital Territory
04 Dangerous/negligent acts(e),2017–18,0,0,Australian Capital Territory
05 Abduction/harassment,2017–18,3,8,Australian Capital Territory
06 Robbery/extortion,2017–18,9,24,Australian Capital Territory
07 Unlawful entry with intent,2017–18,17,45.2,Australian Capital Territory
08 Theft,2017–18,50,133.1,Australian Capital Territory
09 Fraud/deception,2017–18,7,18.6,Australian Capital Territory
10 Illicit drug offences,2017–18,46,122.4,Australian Capital Territory
11 Weapons/explosives,2017–18,20,53.2,Australian Capital Territory
12 Property damage and environmental pollution,2017–18,21,55.9,Australian Capital Territory
13 Public order offences,2017–18,51,135.7,Australian Capital Territory
15 Offences against justice(g),2017–18,0,0,Australian Capital Territory
16 Miscellaneous offences,2017–18,0,0,Australian Capital Territory
02 Acts intended to cause injury,2018–19,79,203.7,Australian Capital Territory
03 Sexual assault and related offences,2018–19,3,7.7,Australian Capital Territory
04 Dangerous/negligent acts(e),2018–19,0,0,Australian Capital Territory
05 Abduction/harassment,2018–19,0,0,Australian Capital Territory
06 Robbery/extortion,2018–19,23,59.3,Australian Capital Territory
07 Unlawful entry with intent,2018–19,20,51.6,Australian Capital Territory
08 Theft,2018–19,54,139.2,Australian Capital Territory
09 Fraud/deception,2018–19,5,12.9,Australian Capital Territory
10 Illicit drug offences,2018–19,18,46.4,Australian Capital Territory
11 Weapons/explosives,2018–19,18,46.4,Australian Capital Territory
12 Property damage and environmental pollution,2018–19,15,38.7,Australian Capital Territory
13 Public order offences,2018–19,50,128.9,Australian Capital Territory
15 Offences against justice(g),2018–19,4,10.3,Australian Capital Territory
16 Miscellaneous offences,2018–19,0,0,Australian Capital Territory
02 Acts intended to cause injury,2019–20,75,188,Australian Capital Territory
03 Sexual assault and related offences,2019–20,5,12.5,Australian Capital Territory
04 Dangerous/negligent acts(e),2019–20,0,0,Australian Capital Territory
05 Abduction/harassment,2019–20,10,25.1,Australian Capital Territory
06 Robbery/extortion,2019–20,25,62.7,Australian Capital Territory
07 Unlawful entry with intent,2019–20,16,40.1,Australian Capital Territory
08 Theft,2019–20,48,120.3,Australian Capital Territory
09 Fraud/deception,2019–20,3,7.5,Australian Capital Territory
10 Illicit drug offences,2019–20,36,90.2,Australian Capital Territory
11 Weapons/explosives,2019–20,23,57.7,Australian Capital Territory
12 Property damage and environmental pollution,2019–20,36,90.2,Australian Capital Territory
13 Public order offences,2019–20,41,102.8,Australian Capital Territory
15 Offences against justice(g),2019–20,3,7.5,Australian Capital Territory
16 Miscellaneous offences,2019–20,0,0,Australian Capital Territory
02 Acts intended to cause injury,2020–21,80,194.6,Australian Capital Territory
03 Sexual assault and related offences,2020–21,0,0,Australian Capital Territory
04 Dangerous/negligent acts(e),2020–21,0,0,Australian Capital Territory
05 Abduction/harassment,2020–21,5,12.2,Australian Capital Territory
06 Robbery/extortion,2020–21,12,29.2,Australian Capital Territory
07 Unlawful entry with intent,2020–21,8,19.5,Australian Capital Territory
08 Theft,2020–21,43,104.6,Australian Capital Territory
09 Fraud/deception,2020–21,6,14.6,Australian Capital Territory
10 Illicit drug offences,2020–21,12,29.2,Australian Capital Territory
11 Weapons/explosives,2020–21,30,73,Australian Capital Territory
12 Property damage and environmental pollution,2020–21,23,55.9,Australian Capital Territory
13 Public order offences,2020–21,41,99.7,Australian Capital Territory
15 Offences against justice(g),2020–21,3,7.3,Australian Capital Territory
16 Miscellaneous offences,2020–21,0,0,Australian Capital Territory
02 Acts intended to cause injury,2021–22,85,201.6,Australian Capital Territory
03 Sexual assault and related offences,2021–22,3,7.1,Australian Capital Territory
04 Dangerous/negligent acts(e),2021–22,0,0,Australian Capital Territory
05 Abduction/harassment,2021–22,0,0,Australian Capital Territory
06 Robbery/extortion,2021–22,10,23.7,Australian Capital Territory
07 Unlawful entry with intent,2021–22,8,19,Australian Capital Territory
08 Theft,2021–22,28,66.4,Australian Capital Territory
09 Fraud/deception,2021–22,5,11.9,Australian Capital Territory
10 Illicit drug offences,2021–22,21,49.8,Australian Capital Territory
11 Weapons/explosives,2021–22,13,30.8,Australian Capital Territory
12 Property damage and environmental pollution,2021–22,19,45.1,Australian Capital Territory
13 Public order offences,2021–22,9,21.3,Australian Capital Territory
15 Offences against justice(g),2021–22,3,7.1,Australian Capital Territory
16 Miscellaneous offences,2021–22,3,7.1,Australian Capital Territory
02 Acts intended to cause injury,2022–23,139,322,Australian Capital Territory
03 Sexual assault and related offences,2022–23,7,16.2,Australian Capital Territory
04 Dangerous/negligent acts(e),2022–23,0,0,Australian Capital Territory
05 Abduction/harassment,2022–23,7,16.2,Australian Capital Territory
06 Robbery/extortion,2022–23,22,51,Australian Capital Territory
07 Unlawful entry with intent,2022–23,14,32.4,Australian Capital Territory
08 Theft,2022–23,51,118.1,Australian Capital Territory
09 Fraud/deception,2022–23,6,13.9,Australian Capital Territory
10 Illicit drug offences,2022–23,10,23.2,Australian Capital Territory
11 Weapons/explosives,2022–23,26,60.2,Australian Capital Territory
12 Property damage and environmental pollution,2022–23,21,48.6,Australian Capital Territory
13 Public order offences,2022–23,24,55.6,Australian Capital Territory
15 Offences against justice(g),2022–23,3,6.9,Australian Capital Territory
16 Miscellaneous offences,2022–23,0,0,Australian Capital Territory
02 Acts intended to cause injury,2023–24,145,327.9,Australian Capital Territory
03 Sexual assault and related offences,2023–24,8,18.1,Australian Capital Territory
04 Dangerous/negligent acts(e),2023–24,0,0,Australian Capital Territory
05 Abduction/harassment,2023–24,5,11.3,Australian Capital Territory
06 Robbery/extortion,2023–24,15,33.9,Australian Capital Territory
07 Unlawful entry with intent,2023–24,21,47.5,Australian Capital Territory
08 Theft,2023–24,47,106.3,Australian Capital Territory
09 Fraud/deception,2023–24,3,6.8,Australian Capital Territory
10 Illicit drug offences,2023–24,16,36.2,Australian Capital Territory
11 Weapons/explosives,2023–24,18,40.7,Australian Capital Territory
12 Property damage and environmental pollution,2023–24,17,38.4,Australian Capital Territory
13 Public order offences,2023–24,34,76.9,Australian Capital Territory
15 Offences against justice(g),2023–24,7,15.8,Australian Capital Territory
16 Miscellaneous offences,2023–24,4,9,Australian Capital Territory
02 Acts intended to cause injury,2024–25,140,307,Australian Capital Territory
03 Sexual assault and related offences,2024–25,6,13.2,Australian Capital Territory
04 Dangerous/negligent acts(e),2024–25,0,0,Australian Capital Territory
05 Abduction/harassment,2024–25,8,17.5,Australian Capital Territory
06 Robbery/extortion,2024–25,15,32.9,Australian Capital Territory
07 Unlawful entry with intent,2024–25,5,11,Australian Capital Territory
08 Theft,2024–25,45,98.7,Australian Capital Territory
09 Fraud/deception,2024–25,9,19.7,Australian Capital Territory
10 Illicit drug offences,2024–25,17,37.3,Australian Capital Territory
11 Weapons/explosives,2024–25,22,48.2,Australian Capital Territory
12 Property damage and environmental pollution,2024–25,28,61.4,Australian Capital Territory
13 Public order offences,2024–25,24,52.6,Australian Capital Territory
15 Offences against justice(g),2024–25,0,0,Australian Capital Territory
16 Miscellaneous offences,2024–25,0,0,Australian Capital Territory
