Offence,Year,Number,Rate,State,Sex
04 Dangerous/negligent acts(f) ,2018–19,31,0.9,New South Wales,Female
05 Abduction/harassment(e),2018–19,182,5.1,New South Wales,Female
06 Robbery/extortion,2018–19,115,3.2,New South Wales,Female
07 Unlawful entry with intent,2018–19,317,9,New South Wales,Female
08 Theft(g),2018–19,4389,124,New South Wales,Female
Fare evasion,2018–19,5385,152.1,New South Wales,Female
09 Fraud/deception,2018–19,1371,38.7,New South Wales,Female
10 Illicit drug offences,2018–19,3518,99.4,New South Wales,Female
11 Weapons/explosives,2018–19,273,7.7,New South Wales,Female
12 Property damage and environmental pollution,2018–19,903,25.5,New South Wales,Female
13 Public order offences,2018–19,2706,76.4,New South Wales,Female
15 Offences against justice(h),2018–19,1230,34.7,New South Wales,Female
16 Miscellaneous offences,2018–19,573,16.2,New South Wales,Female
01 Homicide and related offences,2019–20,62,1.7,New South Wales,Female
02 Acts intended to cause injury(e),2019–20,7361,205.4,New South Wales,Female
03 Sexual assault and related offences,2019–20,125,3.5,New South Wales,Female
04 Dangerous/negligent acts(f) ,2019–20,33,0.9,New South Wales,Female
05 Abduction/harassment(e),2019–20,206,5.7,New South Wales,Female
06 Robbery/extortion,2019–20,153,4.3,New South Wales,Female
07 Unlawful entry with intent,2019–20,333,9.3,New South Wales,Female
08 Theft(g),2019–20,4071,113.6,New South Wales,Female
Fare evasion,2019–20,4779,133.3,New South Wales,Female
09 Fraud/deception,2019–20,1360,37.9,New South Wales,Female
10 Illicit drug offences,2019–20,3316,92.5,New South Wales,Female
11 Weapons/explosives,2019–20,318,8.9,New South Wales,Female
12 Property damage and environmental pollution,2019–20,926,25.8,New South Wales,Female
13 Public order offences,2019–20,2447,68.3,New South Wales,Female
15 Offences against justice(h),2019–20,1295,36.1,New South Wales,Female
16 Miscellaneous offences,2019–20,704,19.6,New South Wales,Female
01 Homicide and related offences,2020–21,30,0.8,New South Wales,Female
02 Acts intended to cause injury(e),2020–21,8157,227,New South Wales,Female
03 Sexual assault and related offences,2020–21,152,4.2,New South Wales,Female
04 Dangerous/negligent acts(f) ,2020–21,31,0.9,New South Wales,Female
05 Abduction/harassment(e),2020–21,219,6.1,New South Wales,Female
06 Robbery/extortion,2020–21,121,3.4,New South Wales,Female
07 Unlawful entry with intent,2020–21,311,8.7,New South Wales,Female
08 Theft(g),2020–21,3609,100.4,New South Wales,Female
Fare evasion,2020–21,4263,118.6,New South Wales,Female
09 Fraud/deception,2020–21,1072,29.8,New South Wales,Female
10 Illicit drug offences,2020–21,2819,78.5,New South Wales,Female
11 Weapons/explosives,2020–21,283,7.9,New South Wales,Female
12 Property damage and environmental pollution,2020–21,951,26.5,New South Wales,Female
13 Public order offences,2020–21,2236,62.2,New South Wales,Female
15 Offences against justice(h),2020–21,1151,32,New South Wales,Female
16 Miscellaneous offences,2020–21,876,24.4,New South Wales,Female
01 Homicide and related offences,2021–22,29,0.8,New South Wales,Female
02 Acts intended to cause injury(e),2021–22,8830,245.5,New South Wales,Female
03 Sexual assault and related offences,2021–22,168,4.7,New South Wales,Female
04 Dangerous/negligent acts(f) ,2021–22,30,0.8,New South Wales,Female
05 Abduction/harassment(e),2021–22,227,6.3,New South Wales,Female
06 Robbery/extortion,2021–22,96,2.7,New South Wales,Female
07 Unlawful entry with intent,2021–22,340,9.5,New South Wales,Female
08 Theft(g),2021–22,2764,76.9,New South Wales,Female
Fare evasion,2021–22,3516,97.8,New South Wales,Female
09 Fraud/deception,2021–22,963,26.8,New South Wales,Female
10 Illicit drug offences,2021–22,2369,65.9,New South Wales,Female
11 Weapons/explosives,2021–22,288,8,New South Wales,Female
12 Property damage and environmental pollution,2021–22,950,26.4,New South Wales,Female
13 Public order offences,2021–22,1968,54.7,New South Wales,Female
15 Offences against justice(h),2021–22,1103,30.7,New South Wales,Female
16 Miscellaneous offences,2021–22,9226,256.5,New South Wales,Female
01 Homicide and related offences,2022–23,31,0.8,New South Wales,Female
02 Acts intended to cause injury(e),2022–23,9997,272.5,New South Wales,Female
03 Sexual assault and related offences,2022–23,173,4.7,New South Wales,Female
04 Dangerous/negligent acts(f) ,2022–23,31,0.8,New South Wales,Female
05 Abduction/harassment(e),2022–23,278,7.6,New South Wales,Female
06 Robbery/extortion,2022–23,116,3.2,New South Wales,Female
07 Unlawful entry with intent,2022–23,337,9.2,New South Wales,Female
08 Theft(g),2022–23,3867,105.4,New South Wales,Female
Fare evasion,2022–23,4978,135.7,New South Wales,Female
09 Fraud/deception,2022–23,984,26.8,New South Wales,Female
10 Illicit drug offences,2022–23,2518,68.6,New South Wales,Female
11 Weapons/explosives,2022–23,255,7,New South Wales,Female
12 Property damage and environmental pollution,2022–23,915,24.9,New South Wales,Female
13 Public order offences,2022–23,2379,64.8,New South Wales,Female
15 Offences against justice(h),2022–23,1326,36.1,New South Wales,Female
16 Miscellaneous offences,2022–23,517,14.1,New South Wales,Female
01 Homicide and related offences,2023–24,36,1,New South Wales,Female
02 Acts intended to cause injury(e),2023–24,10207,271.4,New South Wales,Female
03 Sexual assault and related offences,2023–24,179,4.8,New South Wales,Female
04 Dangerous/negligent acts(f) ,2023–24,18,0.5,New South Wales,Female
05 Abduction/harassment(e),2023–24,221,5.9,New South Wales,Female
06 Robbery/extortion,2023–24,108,2.9,New South Wales,Female
07 Unlawful entry with intent,2023–24,337,9,New South Wales,Female
08 Theft(g),2023–24,3193,84.9,New South Wales,Female
Fare evasion,2023–24,5426,144.3,New South Wales,Female
09 Fraud/deception,2023–24,886,23.6,New South Wales,Female
10 Illicit drug offences,2023–24,2213,58.8,New South Wales,Female
11 Weapons/explosives,2023–24,527,14,New South Wales,Female
12 Property damage and environmental pollution,2023–24,881,23.4,New South Wales,Female
13 Public order offences,2023–24,2173,57.8,New South Wales,Female
15 Offences against justice(h),2023–24,1293,34.4,New South Wales,Female
16 Miscellaneous offences,2023–24,468,12.4,New South Wales,Female
01 Homicide and related offences,2024–25,37,1,New South Wales,Female
02 Acts intended to cause injury(e),2024–25,10492,274.6,New South Wales,Female
03 Sexual assault and related offences,2024–25,136,3.6,New South Wales,Female
04 Dangerous/negligent acts(f) ,2024–25,28,0.7,New South Wales,Female
05 Abduction/harassment(e),2024–25,261,6.8,New South Wales,Female
06 Robbery/extortion,2024–25,107,2.8,New South Wales,Female
07 Unlawful entry with intent,2024–25,270,7.1,New South Wales,Female
08 Theft(g),2024–25,2739,71.7,New South Wales,Female
Fare evasion,2024–25,4643,121.5,New South Wales,Female
09 Fraud/deception,2024–25,637,16.7,New South Wales,Female
10 Illicit drug offences,2024–25,1845,48.3,New South Wales,Female
11 Weapons/explosives,2024–25,600,15.7,New South Wales,Female
12 Property damage and environmental pollution,2024–25,843,22.1,New South Wales,Female
13 Public order offences,2024–25,1888,49.4,New South Wales,Female
15 Offences against justice(h),2024–25,1250,32.7,New South Wales,Female
16 Miscellaneous offences,2024–25,372,9.7,New South Wales,Female
01 Homicide and related offences,2008–09,283,4.6,New South Wales,Unknown
02 Acts intended to cause injury(e),2008–09,28535,467.5,New South Wales,Unknown
03 Sexual assault and related offences,2008–09,1427,23.4,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2008–09,130,2.1,New South Wales,Unknown
05 Abduction/harassment(e),2008–09,845,13.8,New South Wales,Unknown
06 Robbery/extortion,2008–09,1348,22.1,New South Wales,Unknown
07 Unlawful entry with intent,2008–09,3168,51.9,New South Wales,Unknown
08 Theft(g),2008–09,18678,306,New South Wales,Unknown
Fare evasion,2008–09,np,np,New South Wales,Unknown
09 Fraud/deception,2008–09,3057,50.1,New South Wales,Unknown
10 Illicit drug offences,2008–09,12205,200,New South Wales,Unknown
11 Weapons/explosives,2008–09,1135,18.6,New South Wales,Unknown
12 Property damage and environmental pollution,2008–09,7118,116.6,New South Wales,Unknown
13 Public order offences,2008–09,16372,268.2,New South Wales,Unknown
15 Offences against justice(h),2008–09,8239,135,New South Wales,Unknown
16 Miscellaneous offences,2008–09,5175,84.8,New South Wales,Unknown
01 Homicide and related offences,2009–10,337,5.4,New South Wales,Unknown
02 Acts intended to cause injury(e),2009–10,28346,457.8,New South Wales,Unknown
03 Sexual assault and related offences,2009–10,1478,23.9,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2009–10,179,2.9,New South Wales,Unknown
05 Abduction/harassment(e),2009–10,933,15.1,New South Wales,Unknown
06 Robbery/extortion,2009–10,1393,22.5,New South Wales,Unknown
07 Unlawful entry with intent,2009–10,3131,50.6,New South Wales,Unknown
08 Theft(g),2009–10,20944,338.3,New South Wales,Unknown
Fare evasion,2009–10,np,np,New South Wales,Unknown
09 Fraud/deception,2009–10,2806,45.3,New South Wales,Unknown
10 Illicit drug offences,2009–10,13180,212.9,New South Wales,Unknown
11 Weapons/explosives,2009–10,1144,18.5,New South Wales,Unknown
12 Property damage and environmental pollution,2009–10,6909,111.6,New South Wales,Unknown
13 Public order offences,2009–10,16269,262.8,New South Wales,Unknown
15 Offences against justice(h),2009–10,7424,119.9,New South Wales,Unknown
16 Miscellaneous offences,2009–10,7439,120.1,New South Wales,Unknown
01 Homicide and related offences,2010–11,324,5.2,New South Wales,Unknown
02 Acts intended to cause injury(e),2010–11,28390,453.4,New South Wales,Unknown
03 Sexual assault and related offences,2010–11,1357,21.7,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2010–11,175,2.8,New South Wales,Unknown
05 Abduction/harassment(e),2010–11,896,14.3,New South Wales,Unknown
06 Robbery/extortion,2010–11,1374,21.9,New South Wales,Unknown
07 Unlawful entry with intent,2010–11,3063,48.9,New South Wales,Unknown
08 Theft(g),2010–11,23473,374.9,New South Wales,Unknown
Fare evasion,2010–11,np,np,New South Wales,Unknown
09 Fraud/deception,2010–11,2482,39.6,New South Wales,Unknown
10 Illicit drug offences,2010–11,13169,210.3,New South Wales,Unknown
11 Weapons/explosives,2010–11,1244,19.9,New South Wales,Unknown
12 Property damage and environmental pollution,2010–11,6655,106.3,New South Wales,Unknown
13 Public order offences,2010–11,17297,276.2,New South Wales,Unknown
15 Offences against justice(h),2010–11,7382,117.9,New South Wales,Unknown
16 Miscellaneous offences,2010–11,9232,147.4,New South Wales,Unknown
01 Homicide and related offences,2011–12,260,4.1,New South Wales,Unknown
02 Acts intended to cause injury(e),2011–12,26375,416.6,New South Wales,Unknown
03 Sexual assault and related offences,2011–12,1436,22.7,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2011–12,102,1.6,New South Wales,Unknown
05 Abduction/harassment(e),2011–12,874,13.8,New South Wales,Unknown
06 Robbery/extortion,2011–12,1105,17.5,New South Wales,Unknown
07 Unlawful entry with intent,2011–12,2697,42.6,New South Wales,Unknown
08 Theft(g),2011–12,23466,370.7,New South Wales,Unknown
Fare evasion,2011–12,np,np,New South Wales,Unknown
09 Fraud/deception,2011–12,2572,40.6,New South Wales,Unknown
10 Illicit drug offences,2011–12,13327,210.5,New South Wales,Unknown
11 Weapons/explosives,2011–12,1081,17.1,New South Wales,Unknown
12 Property damage and environmental pollution,2011–12,5713,90.2,New South Wales,Unknown
13 Public order offences,2011–12,14421,227.8,New South Wales,Unknown
15 Offences against justice(h),2011–12,6218,98.2,New South Wales,Unknown
16 Miscellaneous offences,2011–12,9738,153.8,New South Wales,Unknown
01 Homicide and related offences,2012–13,260,4.1,New South Wales,Unknown
02 Acts intended to cause injury(e),2012–13,26839,418.9,New South Wales,Unknown
03 Sexual assault and related offences,2012–13,1494,23.3,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2012–13,116,1.8,New South Wales,Unknown
05 Abduction/harassment(e),2012–13,861,13.4,New South Wales,Unknown
06 Robbery/extortion,2012–13,1126,17.6,New South Wales,Unknown
07 Unlawful entry with intent,2012–13,2537,39.6,New South Wales,Unknown
08 Theft(g),2012–13,24128,376.6,New South Wales,Unknown
Fare evasion,2012–13,np,np,New South Wales,Unknown
09 Fraud/deception,2012–13,3365,52.5,New South Wales,Unknown
10 Illicit drug offences,2012–13,14464,225.7,New South Wales,Unknown
11 Weapons/explosives,2012–13,1257,19.6,New South Wales,Unknown
12 Property damage and environmental pollution,2012–13,5778,90.2,New South Wales,Unknown
13 Public order offences,2012–13,16057,250.6,New South Wales,Unknown
15 Offences against justice(h),2012–13,6775,105.7,New South Wales,Unknown
16 Miscellaneous offences,2012–13,11000,171.7,New South Wales,Unknown
01 Homicide and related offences,2013–14,233,3.6,New South Wales,Unknown
02 Acts intended to cause injury(e),2013–14,27800,428.1,New South Wales,Unknown
03 Sexual assault and related offences,2013–14,1809,27.9,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2013–14,307,4.7,New South Wales,Unknown
05 Abduction/harassment(e),2013–14,873,13.4,New South Wales,Unknown
06 Robbery/extortion,2013–14,966,14.9,New South Wales,Unknown
07 Unlawful entry with intent,2013–14,2486,38.3,New South Wales,Unknown
08 Theft(g),2013–14,10768,165.8,New South Wales,Unknown
Fare evasion,2013–14,17657,271.9,New South Wales,Unknown
09 Fraud/deception,2013–14,4144,63.8,New South Wales,Unknown
10 Illicit drug offences,2013–14,15756,242.6,New South Wales,Unknown
11 Weapons/explosives,2013–14,1348,20.8,New South Wales,Unknown
12 Property damage and environmental pollution,2013–14,5526,85.1,New South Wales,Unknown
13 Public order offences,2013–14,18010,277.4,New South Wales,Unknown
15 Offences against justice(h),2013–14,6762,104.1,New South Wales,Unknown
16 Miscellaneous offences,2013–14,6086,93.7,New South Wales,Unknown
01 Homicide and related offences,2014–15,245,3.7,New South Wales,Unknown
02 Acts intended to cause injury(e),2014–15,27784,421.9,New South Wales,Unknown
03 Sexual assault and related offences,2014–15,1849,28.1,New South Wales,Unknown
04 Dangerous/negligent acts(f) ,2014–15,294,4.5,New South Wales,Unknown
05 Abduction/harassment(e),2014–15,1056,16,New South Wales,Unknown
06 Robbery/extortion,2014–15,924,14,New South Wales,Unknown
07 Unlawful entry with intent,2014–15,2308,35.1,New South Wales,Unknown
08 Theft(g),2014–15,10144,154.1,New South Wales,Unknown
Fare evasion,2014–15,22851,347,New South Wales,Unknown
09 Fraud/deception,2014–15,4525,68.7,New South Wales,Unknown
