Offence,Year,Number,Rate,State,Sex
Property damage and environmental pollution,2023,88.0,43.2,Australian Capital Territory,Male
Public order offences,2023,193.0,94.7,Australian Capital Territory,Male
Offences against justice,2023,200.0,98.1,Australian Capital Territory,Male
Miscellaneous offences,2023,28.0,13.7,Australian Capital Territory,Male
Homicide and related offences,2024,10.0,4.8,Australian Capital Territory,Male
Acts intended to cause injury,2024,728.0,349.1,Australian Capital Territory,Male
Sexual assault and related offences,2024,150.0,71.9,Australian Capital Territory,Male
Dangerous/negligent acts,2024,4.0,1.9,Australian Capital Territory,Male
Abduction/harassment,2024,50.0,24.0,Australian Capital Territory,Male
Robbery/extortion,2024,35.0,16.8,Australian Capital Territory,Male
Unlawful entry with intent,2024,63.0,30.2,Australian Capital Territory,Male
Theft,2024,132.0,63.3,Australian Capital Territory,Male
Fraud/deception,2024,38.0,18.2,Australian Capital Territory,Male
Illicit drug offences,2024,213.0,102.1,Australian Capital Territory,Male
Weapons/explosives,2024,121.0,58.0,Australian Capital Territory,Male
Property damage and environmental pollution,2024,97.0,46.5,Australian Capital Territory,Male
Public order offences,2024,238.0,114.1,Australian Capital Territory,Male
Offences against justice,2024,202.0,96.9,Australian Capital Territory,Male
Miscellaneous offences,2024,3.0,1.4,Australian Capital Territory,Male
Homicide and related offences,2008,4.0,2.6,Australian Capital Territory,Female
Acts intended to cause injury,2008,174.0,111.7,Australian Capital Territory,Female
Sexual assault and related offences,2008,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2008,0.0,0.0,Australian Capital Territory,Female
Abduction/harassment,2008,0.0,0.0,Australian Capital Territory,Female
Robbery/extortion,2008,7.0,4.5,Australian Capital Territory,Female
Unlawful entry with intent,2008,32.0,20.5,Australian Capital Territory,Female
Theft,2008,364.0,233.7,Australian Capital Territory,Female
Fraud/deception,2008,32.0,20.5,Australian Capital Territory,Female
Illicit drug offences,2008,55.0,35.3,Australian Capital Territory,Female
Weapons/explosives,2008,17.0,10.9,Australian Capital Territory,Female
Property damage and environmental pollution,2008,35.0,22.5,Australian Capital Territory,Female
Public order offences,2008,120.0,77.1,Australian Capital Territory,Female
Offences against justice,2008,69.0,44.3,Australian Capital Territory,Female
Miscellaneous offences,2008,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2009,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2009,153.0,96.5,Australian Capital Territory,Female
Sexual assault and related offences,2009,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2009,0.0,0.0,Australian Capital Territory,Female
Abduction/harassment,2009,4.0,2.5,Australian Capital Territory,Female
Robbery/extortion,2009,12.0,7.6,Australian Capital Territory,Female
Unlawful entry with intent,2009,14.0,8.8,Australian Capital Territory,Female
Theft,2009,267.0,168.4,Australian Capital Territory,Female
Fraud/deception,2009,26.0,16.4,Australian Capital Territory,Female
Illicit drug offences,2009,45.0,28.4,Australian Capital Territory,Female
Weapons/explosives,2009,21.0,13.2,Australian Capital Territory,Female
Property damage and environmental pollution,2009,35.0,22.1,Australian Capital Territory,Female
Public order offences,2009,78.0,49.2,Australian Capital Territory,Female
Offences against justice,2009,54.0,34.1,Australian Capital Territory,Female
Miscellaneous offences,2009,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2010,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2010,145.0,89.7,Australian Capital Territory,Female
Sexual assault and related offences,2010,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2010,0.0,0.0,Australian Capital Territory,Female
Abduction/harassment,2010,0.0,0.0,Australian Capital Territory,Female
Robbery/extortion,2010,10.0,6.2,Australian Capital Territory,Female
Unlawful entry with intent,2010,26.0,16.1,Australian Capital Territory,Female
Theft,2010,210.0,129.9,Australian Capital Territory,Female
Fraud/deception,2010,23.0,14.2,Australian Capital Territory,Female
Illicit drug offences,2010,49.0,30.3,Australian Capital Territory,Female
Weapons/explosives,2010,12.0,7.4,Australian Capital Territory,Female
Property damage and environmental pollution,2010,34.0,21.0,Australian Capital Territory,Female
Public order offences,2010,168.0,103.9,Australian Capital Territory,Female
Offences against justice,2010,55.0,34.0,Australian Capital Territory,Female
Miscellaneous offences,2010,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2011,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2011,150.0,91.2,Australian Capital Territory,Female
Sexual assault and related offences,2011,3.0,1.8,Australian Capital Territory,Female
Dangerous/negligent acts,2011,5.0,3.0,Australian Capital Territory,Female
Abduction/harassment,2011,0.0,0.0,Australian Capital Territory,Female
Robbery/extortion,2011,4.0,2.4,Australian Capital Territory,Female
Unlawful entry with intent,2011,10.0,6.1,Australian Capital Territory,Female
Theft,2011,258.0,156.9,Australian Capital Territory,Female
Fraud/deception,2011,42.0,25.5,Australian Capital Territory,Female
Illicit drug offences,2011,47.0,28.6,Australian Capital Territory,Female
Weapons/explosives,2011,14.0,8.5,Australian Capital Territory,Female
Property damage and environmental pollution,2011,30.0,18.2,Australian Capital Territory,Female
Public order offences,2011,123.0,74.8,Australian Capital Territory,Female
Offences against justice,2011,44.0,26.8,Australian Capital Territory,Female
Miscellaneous offences,2011,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2012,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2012,108.0,64.4,Australian Capital Territory,Female
Sexual assault and related offences,2012,3.0,1.8,Australian Capital Territory,Female
Dangerous/negligent acts,2012,0.0,0.0,Australian Capital Territory,Female
Abduction/harassment,2012,3.0,1.8,Australian Capital Territory,Female
Robbery/extortion,2012,6.0,3.6,Australian Capital Territory,Female
Unlawful entry with intent,2012,8.0,4.8,Australian Capital Territory,Female
Theft,2012,246.0,146.8,Australian Capital Territory,Female
Fraud/deception,2012,34.0,20.3,Australian Capital Territory,Female
Illicit drug offences,2012,53.0,31.6,Australian Capital Territory,Female
Weapons/explosives,2012,12.0,7.2,Australian Capital Territory,Female
Property damage and environmental pollution,2012,31.0,18.5,Australian Capital Territory,Female
Public order offences,2012,142.0,84.7,Australian Capital Territory,Female
Offences against justice,2012,38.0,22.7,Australian Capital Territory,Female
Miscellaneous offences,2012,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2013,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2013,109.0,64.0,Australian Capital Territory,Female
Sexual assault and related offences,2013,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2013,3.0,1.8,Australian Capital Territory,Female
Abduction/harassment,2013,4.0,2.3,Australian Capital Territory,Female
Robbery/extortion,2013,7.0,4.1,Australian Capital Territory,Female
Unlawful entry with intent,2013,12.0,7.0,Australian Capital Territory,Female
Theft,2013,272.0,159.6,Australian Capital Territory,Female
Fraud/deception,2013,30.0,17.6,Australian Capital Territory,Female
Illicit drug offences,2013,56.0,32.9,Australian Capital Territory,Female
Weapons/explosives,2013,18.0,10.6,Australian Capital Territory,Female
Property damage and environmental pollution,2013,28.0,16.4,Australian Capital Territory,Female
Public order offences,2013,115.0,67.5,Australian Capital Territory,Female
Offences against justice,2013,49.0,28.8,Australian Capital Territory,Female
Miscellaneous offences,2013,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2014,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2014,100.0,57.9,Australian Capital Territory,Female
Sexual assault and related offences,2014,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2014,3.0,1.7,Australian Capital Territory,Female
Abduction/harassment,2014,0.0,0.0,Australian Capital Territory,Female
Robbery/extortion,2014,4.0,2.3,Australian Capital Territory,Female
Unlawful entry with intent,2014,8.0,4.6,Australian Capital Territory,Female
Theft,2014,129.0,74.7,Australian Capital Territory,Female
Fraud/deception,2014,25.0,14.5,Australian Capital Territory,Female
Illicit drug offences,2014,66.0,38.2,Australian Capital Territory,Female
Weapons/explosives,2014,30.0,17.4,Australian Capital Territory,Female
Property damage and environmental pollution,2014,28.0,16.2,Australian Capital Territory,Female
Public order offences,2014,119.0,68.9,Australian Capital Territory,Female
Offences against justice,2014,23.0,13.3,Australian Capital Territory,Female
Miscellaneous offences,2014,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2015,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2015,157.0,89.4,Australian Capital Territory,Female
Sexual assault and related offences,2015,3.0,1.7,Australian Capital Territory,Female
Dangerous/negligent acts,2015,4.0,2.3,Australian Capital Territory,Female
Abduction/harassment,2015,3.0,1.7,Australian Capital Territory,Female
Robbery/extortion,2015,6.0,3.4,Australian Capital Territory,Female
Unlawful entry with intent,2015,17.0,9.7,Australian Capital Territory,Female
Theft,2015,124.0,70.6,Australian Capital Territory,Female
Fraud/deception,2015,19.0,10.8,Australian Capital Territory,Female
Illicit drug offences,2015,55.0,31.3,Australian Capital Territory,Female
Weapons/explosives,2015,20.0,11.4,Australian Capital Territory,Female
Property damage and environmental pollution,2015,20.0,11.4,Australian Capital Territory,Female
Public order offences,2015,84.0,47.8,Australian Capital Territory,Female
Offences against justice,2015,35.0,19.9,Australian Capital Territory,Female
Miscellaneous offences,2015,3.0,1.7,Australian Capital Territory,Female
Homicide and related offences,2016,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2016,153.0,85.0,Australian Capital Territory,Female
Sexual assault and related offences,2016,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2016,3.0,1.7,Australian Capital Territory,Female
Abduction/harassment,2016,10.0,5.6,Australian Capital Territory,Female
Robbery/extortion,2016,12.0,6.7,Australian Capital Territory,Female
Unlawful entry with intent,2016,6.0,3.3,Australian Capital Territory,Female
Theft,2016,116.0,64.4,Australian Capital Territory,Female
Fraud/deception,2016,24.0,13.3,Australian Capital Territory,Female
Illicit drug offences,2016,65.0,36.1,Australian Capital Territory,Female
Weapons/explosives,2016,9.0,5.0,Australian Capital Territory,Female
Property damage and environmental pollution,2016,27.0,15.0,Australian Capital Territory,Female
Public order offences,2016,87.0,48.3,Australian Capital Territory,Female
Offences against justice,2016,32.0,17.8,Australian Capital Territory,Female
Miscellaneous offences,2016,0.0,0.0,Australian Capital Territory,Female
Homicide and related offences,2017,3.0,1.6,Australian Capital Territory,Female
Acts intended to cause injury,2017,154.0,83.1,Australian Capital Territory,Female
Sexual assault and related offences,2017,0.0,0.0,Australian Capital Territory,Female
Dangerous/negligent acts,2017,7.0,3.8,Australian Capital Territory,Female
Abduction/harassment,2017,10.0,5.4,Australian Capital Territory,Female
Robbery/extortion,2017,9.0,4.9,Australian Capital Territory,Female
Unlawful entry with intent,2017,14.0,7.6,Australian Capital Territory,Female
Theft,2017,133.0,71.7,Australian Capital Territory,Female
Fraud/deception,2017,40.0,21.6,Australian Capital Territory,Female
Illicit drug offences,2017,87.0,46.9,Australian Capital Territory,Female
Weapons/explosives,2017,22.0,11.9,Australian Capital Territory,Female
Property damage and environmental pollution,2017,28.0,15.1,Australian Capital Territory,Female
Public order offences,2017,86.0,46.4,Australian Capital Territory,Female
Offences against justice,2017,46.0,24.8,Australian Capital Territory,Female
Miscellaneous offences,2017,3.0,1.6,Australian Capital Territory,Female
Homicide and related offences,2018,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2018,158.0,82.9,Australian Capital Territory,Female
Sexual assault and related offences,2018,5.0,2.6,Australian Capital Territory,Female
Dangerous/negligent acts,2018,0.0,0.0,Australian Capital Territory,Female
Abduction/harassment,2018,3.0,1.6,Australian Capital Territory,Female
Robbery/extortion,2018,13.0,6.8,Australian Capital Territory,Female
Unlawful entry with intent,2018,18.0,9.4,Australian Capital Territory,Female
Theft,2018,107.0,56.1,Australian Capital Territory,Female
Fraud/deception,2018,22.0,11.5,Australian Capital Territory,Female
Illicit drug offences,2018,62.0,32.5,Australian Capital Territory,Female
Weapons/explosives,2018,19.0,10.0,Australian Capital Territory,Female
Property damage and environmental pollution,2018,12.0,6.3,Australian Capital Territory,Female
Public order offences,2018,57.0,29.9,Australian Capital Territory,Female
Offences against justice,2018,51.0,26.8,Australian Capital Territory,Female
Miscellaneous offences,2018,5.0,2.6,Australian Capital Territory,Female
Homicide and related offences,2019,0.0,0.0,Australian Capital Territory,Female
Acts intended to cause injury,2019,169.0,86.6,Australian Capital Territory,Female
Sexual assault and related offences,2019,3.0,1.5,Australian Capital Territory,Female
Dangerous/negligent acts,2019,0.0,0.0,Australian Capital Territory,Female
Abduction/harassment,2019,13.0,6.7,Australian Capital Territory,Female
Robbery/extortion,2019,19.0,9.7,Australian Capital Territory,Female
Unlawful entry with intent,2019,3.0,1.5,Australian Capital Territory,Female
Theft,2019,82.0,42.0,Australian Capital Territory,Female
Fraud/deception,2019,26.0,13.3,Australian Capital Territory,Female
Illicit drug offences,2019,46.0,23.6,Australian Capital Territory,Female
Weapons/explosives,2019,18.0,9.2,Australian Capital Territory,Female
